id,company,author,rating,comment,date,top_critic,game_id
6079a74079a3a34d882b1dfb,Shacknews,Ozzie Mejia,70.0,"Seeing it through the prism of the old Oregon Trail, I enjoyed Ashwalkers and its myriad of tough, meaningful choices. Its heavy material and its dreary art style doesn't make it a game that I plan to revisit very often. I can appreciate the variety of scenarios, especially the idea that players can select different starting points after multiple playthroughs. In that sense, it's unlike a lot of survival games out today and worth playing through at least once.",2021-04-16T00:00:00.000Z,True,f473295b0ac84311a19875f1a4176d64
60798361cfbed43e46467286,GamingTrend,David Flynn,65.0,"While Ashwalkers has an interesting art style and atmosphere, it does little to capitalize on its survival mechanics, choice based narrative, and is far too easy for what it wants to be. While Ashwalkers may be worth a single playthrough, there's not much to motivate repeat visits to this wasteland.",2021-04-16T00:00:00.000Z,True,f473295b0ac84311a19875f1a4176d64
60791d8fcfbed43e46467257,Impulsegamer,Stephen Heller,56.0,Ashwalkers is nothing but a seedling of an idea that is struggling to grow in the fields of ash that surround it.,2021-04-16T00:00:00.000Z,True,f473295b0ac84311a19875f1a4176d64
61602e5a9e65de2d02a17ddb,GameOnAUS,Chris Inglis,80.0,"Ashwalkers is much deeper than just a walking simulator, with it’s survival elements and choices that affect the outcome of your party and the story. It really is a choose-your-own-adventure game while you manage the survival of the squad and leading them to safety.",2021-04-15T00:00:00.000Z,False,f473295b0ac84311a19875f1a4176d64
6078e6facfbed43e46467250,Gaming on PC,David Dominguez,70.0,"Ashwalkers is a rather unique take on the survival genre that relies on narrative and choice rather than outright combat. Sadly, its slow paced exploration can quickly wear out its welcome, pushing players away before they complete their journey.",2021-04-15T00:00:00.000Z,False,f473295b0ac84311a19875f1a4176d64
6078d355cfbed43e4646724a,Bazimag,Sina Golabzade,80.0,The gameplay may be a simple run-of-the-mill survival design but the beautiful art style and the non-linear storytelling with its melancholic atmosphere make Ashwalkers a very enticing proposition.,2021-04-15T00:00:00.000Z,False,f473295b0ac84311a19875f1a4176d64
6078ab2ccfbed43e46467223,Screen Rant,Rob Gordon,60.0,"Ashwalkers is still a fascinating little narrative experience. There's an interesting and at times surprisingly uplifting world to explore, and it's worth playing through the game multiple times to see where its branching pathways lead. That said, its brevity means that there's not quite enough meat on the bones to really envelop anyone in its atmosphere, which could leave some explorers wanting more.",2021-04-15T00:00:00.000Z,True,f473295b0ac84311a19875f1a4176d64
6078aafacfbed43e4646721e,PC Invasion,Will Backus,45.0,"Ashwalkers flaunts a system of choices, which only matter as a means to an end. The gameplay tends to be repetitive, and the story rarely strays from being formulaic and familiar. Despite all this, the environments are fairly unique and the run time is mercifully short.",2021-04-15T00:00:00.000Z,True,f473295b0ac84311a19875f1a4176d64
60786e42cfbed43e4646707e,God is a Geek,Chris White,90.0,"Ashwalkers is an inventive survival sim that puts the story centre stage. Whilst managing resources and the survivor's physical and mental health is important, the choices you have to make are where it's at its most inventive.",2021-04-15T00:00:00.000Z,True,f473295b0ac84311a19875f1a4176d64
60786e3fcfbed43e4646707b,Softpedia,Cosmin Vasile,75.0,"As it stands after a first completed expedition I had no desire to try another. The characters stay the same and the management element never adds new twists. The end screen for each playthrough shows quite a few possible conclusions to work towards but the world never feels interesting enough to try and get them all. Unless you truly love slow, moody stories and choice-focused titles avoid Ashwalkers unless updates deliver a tighter, faster version of the experience.",2021-04-15T00:00:00.000Z,True,f473295b0ac84311a19875f1a4176d64
60786e45cfbed43e46467081,GameSkinny,Mark Delaney,80.0,"Ashwalkers tells an open-ended story the right way, mixing equal parts agency and powerlessness, hope and despair.",2021-04-13T00:00:00.000Z,True,f473295b0ac84311a19875f1a4176d64
612ec028bcdc6191d41911d4,NintendoWorldReport,Steven Mattern,65.0,"The aesthetic of Alex Kidd in Miracle World DX is very eye-catching and can make it fun to watch being played by speedrunners or those familiar with the series. For those looking to have a more classic experience, the swappable color palette available in the main mode and the unlockable port are worth a look. The release is rounded out with a boss rush mode to serve up a challenging 2D platformer that's worth a try before the game shows itself as a product of its time.",2021-08-31T00:00:00.000Z,True,896981c646a74613a127dae5a9138961
612254746ffaa0ca0ef6cdef,Niche Gamer,Fingal Belmont,35.0,"This could have been like a Sonic Mania, but for Alex Kidd; instead of a celebration of what made Alex so great, this feels like a eulogy of why he died. The original game is borderline a blank canvas for potential, almost anything could have been done. But other than the beautiful pixel art, it is the same.",2021-08-22T00:00:00.000Z,True,896981c646a74613a127dae5a9138961
624fa157008489e208d7c1ef,Capsule Computers,Claudio Meira,80.0,A faithful remake of the original game updated with some new replayability features,2021-08-14T00:00:00.000Z,False,896981c646a74613a127dae5a9138961
6113ddb35c4136636bedf3d3,SECTOR.sk,Matúš Štrba,55.0,A visually stunning remake botched by questionable design choices and awful controls.,2021-08-11T00:00:00.000Z,True,896981c646a74613a127dae5a9138961
611143ed81dfdd2baab618f4,Enternity.gr,Hektor Apostolopoulos,70.0,"The age in many 8-bit games is not hidden, so the Jankenteam team at least showed the way how a company can transfer an old and favorite title to today with an adorable audiovisual effect and traditional mechanisms, perhaps a little more traditional than",2021-07-13T00:00:00.000Z,False,896981c646a74613a127dae5a9138961
60fec6828023276a87e5c0ff,Rapid Reviews UK,Dan Laframboise,50.0,"Alex Kidd in Miracle World DX is a remastered take on the original Sega Master System game Alex Kidd in Miracle World which first released all the way back in 1986. The game tells the story of the small but strong titular hero, Alex Kidd on his quest to defend his world, Radaxian, and his people, from the evil forces of Janken the Great. Are you gonna help our hero restore order to the once peaceful land of Radaxian?",2021-07-10T00:00:00.000Z,False,896981c646a74613a127dae5a9138961
60e5c2d5178c29fd609768f2,Siliconera,Joel Couture,30.0,"Alex Kidd in Miracle World DX is an unashamedly ruthless platformer. Originally on the Master System, it follows the title character in a quest to punch scorpions and die from being bad at rock-paper-scissors. There’s more to it than that, but you’d be forgiven for never knowing that because this game is the bad kind of challenging. With slippery controls, big enemy hitboxes, and a tiny, tiny attack, you’re going to likely spend most of your time repeating the same few levels and seeing your ghost floating out of your body.",2021-07-03T00:00:00.000Z,False,896981c646a74613a127dae5a9138961
60ddca428f7460af4f50474f,Echo Boomer,João Canelo,65.0,"Alex Kidd in Miracle World DX it's a faithful recreation of the original, a time capsule for the fans, that fails to invite to newcomers to the series with old school gameplay and progression.",2021-07-01T00:00:00.000Z,False,896981c646a74613a127dae5a9138961
60db8b973056d59acec4457a,Pure Nintendo,Jaime Carrillo,50.0,"Alex Kidd was more or less usurped by Sonic the Hedgehog as SEGA's golden boy, and it's not hard to see why. This platformer may have rendered some fun in 1986, but considering it's a direct remake, it's still a clunky platformer that has not aged well. If you're an Alex Kidd fan, this is nothing short of a must-have, the QoL improvements make it a little more playable, and it's one of the best-looking remakes on the Switch. If you need a satisfying platforming fix, it's hard to recommend this classic title.",2021-06-29T00:00:00.000Z,True,896981c646a74613a127dae5a9138961
