id,company,author,rating,comment,date,top_critic,game_id
5d86781293765d6778774e0b,RPG Fan,Krzysztof Chrzastowski,87.0,An enjoyable trip to the past that old school adventure gamers have been waiting for.,2017-05-28T04:00:00.000Z,True,f0b60db562384b70bfe441f1965736d9
5d86781693765d677877502f,Gaming Nexus,Randy Kalista,80.0,"A buddy-cop duo, a gypsy-cursed clown, and a hopeful video game developer walk into a reboot of Maniac Mansion. Jokes ensue. Thimbleweed Park's sense of humor works best if you can easily laugh at easy laughs. It's a great throwback, but I don't expect today's adventure games to borrow much from this lovingly refurbished template. You don't have to be a Gen X'er to appreciate it, but it wouldn't hurt.",2017-04-28T04:00:00.000Z,True,f0b60db562384b70bfe441f1965736d9
5d86781693765d6778775032,4 Guys with Quarters,Dan Marcucci,85.0,"Generally speaking, it’s hard to tell that this is a game that was developed in the 21st century let alone released in 2017. The Kickstarter campaign proclaims “It’s like opening a dusty old desk drawer and finding an undiscovered LucasArts adventure game you’ve never played before.” I would go a step further and say it’s as if Ron Gilbert and Gary Winnick, the creators of “Thimbleweed Park” and pioneers behind masterpieces such as “Maniac Mansion” and “Monkey Island,” challenged themselves to make something they could hypothetically take on a time machine back to the late 80s and introduce with minimal disruption to the future. Players with fond memories from that time period won’t miss a beat. The style and feel are certainly on point.",2017-04-25T04:00:00.000Z,False,f0b60db562384b70bfe441f1965736d9
5d86781693765d6778775026,Pardis Game,Seyyed Mohammad Reza Mojab,80.0,"Thimbleweed Park is a class in game development in every sense. Despite using 30 year old mechanisms and pixelated visuals, the fantastic narrative and characters plus awe inspiring dialogues and a great sense of humor, it's one of the best adventure games in recent memory. If you like an introduction to old school adventure, Thimbleweed Park is the one to go for",2017-04-25T04:00:00.000Z,True,f0b60db562384b70bfe441f1965736d9
5d86781393765d6778774f22,SomHráč.sk,Róbert Herda,85.0,Thimbleweed Park is probably the best detective adventure game released in recent years and a great tribute to retro gaming classics.,2017-04-24T04:00:00.000Z,False,f0b60db562384b70bfe441f1965736d9
5d86781693765d6778775020,CGMagazine,Lane Martin,95.0,Thimbleweed Park is an excellent experience made by masters of their craft. Every speck of it drips with quality and care.,2017-04-19T04:00:00.000Z,True,f0b60db562384b70bfe441f1965736d9
5d86781693765d677877502c,TheXboxHub,Paul Renshaw,80.0,"All in all then, there’s really not much to criticise here at all, apart from the aforementioned fourth wall breaking, and this is a testament to the care and attention to detail that has gone into Thimbleweed Park. The story will hook you in and keep you playing, some of the puzzles will have you banging your head on the wall (or sneaking onto Youtube for a look at the solution), and the animation and personality of the characters will have you really caring what happens to them.",2017-04-18T04:00:00.000Z,False,f0b60db562384b70bfe441f1965736d9
5d86781693765d6778775001,Stevivor,Steve Wright,80.0,Thumbleweek Park is a stellar mix of mystery and humour,2017-04-17T04:00:00.000Z,True,f0b60db562384b70bfe441f1965736d9
5d86781693765d677877500d,Areajugones,Víctor Rodríguez,100.0,Thimbleweed Park is the finest example of a graphic adventure: an outstanding game full charm and personality. Every aspect is a great work and this game is a true masterpiece.,2017-04-16T04:00:00.000Z,True,f0b60db562384b70bfe441f1965736d9
61ea90b69e5c48c548d6ff8b,Cubed3,Neil Flynn,90.0,"A love letter to the Donkey Kong Country series, Yooka-Laylee and the Impossible Lair goes beyond a standard homage, and crafts something beautiful of its own. Fantastic challenging platforming, spanning across 40 imaginative levels, and a charming graphical art style. This is an essential 2D platformer that should not be missed, even more so by the fact that it is being sold for budget point.",2022-01-21T00:00:00.000Z,True,617b64a9631c4df0a66ea8fca480d2b9
