id,company,author,rating,comment,date,top_critic,game_id
6106541e225de4b94d293c7a,NoesPaisparaFrikis,Alberto Martin,78.0,Ys IX Monstrum Nox is a very good Action RPG that will dazzle the regulars of the genre and the lovers of this saga,2021-08-01T00:00:00.000Z,False,d79986f917c24134b226738c2d7a6369
60f14d7832b498cf3b2ce9a0,LadiesGamers.com,Mina Smith ,100.0,"Ys IX: Monstrum Nox is a fabulous title, filled with all the beats and quirks expected from a great JRPG. The story is fabulous and the characters, both new and returning, are interesting. The customization options of the combat mean anyone can enjoy the game. From the newest of newbies all the way to combat-hardened JRPG vets that want a massive challenge.

Overall, I would recommend Ys IX: Monstrum Nox to anyone who loves JRPGs or adventure anime, along with all of the other Ys titles as well.",2021-07-16T00:00:00.000Z,False,d79986f917c24134b226738c2d7a6369
624fa572008489e208d7c2b1,Capsule Computers,Admir Brkic,85.0,"Another excellent addition to the Ys series with better combat, exploration, and new traversal mechanics.",2021-07-15T00:00:00.000Z,False,d79986f917c24134b226738c2d7a6369
60f0363a32b498cf3b2ce90d,Pure Nintendo,Kirk Hiner,75.0,"Ys IX: Monstrum Nox has the type of performance issues we shouldn't be seeing on consoles these days. When it's cooking, however, it provides a fully satisfying JRPG adventure for those seeking unique monsters to fight, vast environments to explore, and intriguing mysteries to unravel.",2021-07-15T00:00:00.000Z,True,d79986f917c24134b226738c2d7a6369
60f33ba83b5ef8e239537ecf,Seafoam Gaming,Connor Nichols,80.0,"At the end of the day, the game is still immensely fun, and a great action RPG, though it’s still best played on the PS5 (and PC, depending on how that port turns out), of course. Still, for a downgraded version, this is one of the better weaker Switch ports I have seen lately, even if a lot more work should be done for improving the exterior areas (which seems to have been already done, thankfully!), and I say for those who enjoyed the VIII port on Switch, you’ll enjoy this port just as much, if not a bit more.",2021-07-12T00:00:00.000Z,False,d79986f917c24134b226738c2d7a6369
60ec797b664569b0d52cad92,The Games Machine,Danilo Dellafrana,72.0,"Ys IX: Monstrum Nox is a successful and must-have Japanese RPG for Adol fans, but it's not the decisive step forward that a legendary series like Ys deserves. The Switch version is plagued by too many technical uncertainties.",2021-07-12T00:00:00.000Z,True,d79986f917c24134b226738c2d7a6369
60e6f90a5b88e0050c582626,Nintendo Life,Mitch Vogel,80.0,"Ys IX: Monstrum Nox isn't a massive step up over its tropical predecessor, but it hits all the right beats it needs to make for an addictive and engaging action-RPG. Fast-paced combat, a memorable setting, and a surprisingly content-rich open world make for an experience that action-RPG fans won't want to miss out on. Were it not for the performance issues, we might even be inclined to say this is the best example of the genre on the Switch yet. Given those problems, however, a totally unreserved recommendation of Ys IX: Monstrum Nox on Switch is tough to make. Performance is reported to be a little bit better on PS4 and PS5, so if you have access to one of those consoles, we'd recommend getting it there. Otherwise, you're still in for a good time on Switch - just brace yourself for those frame drops.",2021-07-08T00:00:00.000Z,True,d79986f917c24134b226738c2d7a6369
61610f3a10b39c41d6ea2f0d,Hey Poor Player,Andrew Thornton,80.0,"Despite at times significant performance issues, Ys IX: Monstrum Nox works well enough when it matters on the Switch. Players able to spend their time on Balduq on another platform will want to consider doing so, but if your only option is to play on the Switch or you really want to play on the go, Monstrum Nox is still at its core one of the best action-RPGs I’ve played in years.",2021-07-07T00:00:00.000Z,False,d79986f917c24134b226738c2d7a6369
60e74bc75b88e0050c5826b8,PC Invasion,Andrew Farrell,85.0,A better version of a great game with lots to do and intrigue abound. Ys IX is another winner for the venerable series and it's a far better port than its predecessor.,2021-07-06T00:00:00.000Z,True,d79986f917c24134b226738c2d7a6369
60e64e285b88e0050c5825ba,Nintendo Wire,Tom Brown,90.0,"In many ways Ys IX: Monstrum Nox feels like a game that confidently builds on its immediate predecessor while addressing its key weaknesses, namely traversal. As a result you have a game that feels like a concept shined to near-perfection, and I can’t wait to see what Falcom does next.",2021-07-05T00:00:00.000Z,False,d79986f917c24134b226738c2d7a6369
60e33bb2907da6e46337be51,NintendoWorldReport,Jordan Rudek,80.0,"The Switch certainly isn't the best place to experience Adol's latest exploits, though, so unless portability is a must, I'd advise looking into other versions, if that's an option. Darker in tone, Monstrum Nox is largely a strong step forward, and Ys fans aren't likely to walk away disappointed. I, for one, am excited to see where Adol the Red's next book takes him.",2021-07-05T00:00:00.000Z,True,d79986f917c24134b226738c2d7a6369
60755d53cfbed43e46466c93,Cubed3,Renan Fontes,80.0,"Newcomers risk drowning in a sea of references, while franchise veterans are bound to be put off by more cut-scenes than the series is known for, but Ys IX: Monstrum Nox is an astonishingly addictive action-RPG that just gets better as it goes on. A rough opening and choppy plotting undersell a genuinely gripping mystery that reflects on Adol's history as an adventure, culminating in an incredible last act. Falcom's dungeon design is the best it's been in years and the numerous gameplay additions made to combat bring the Seven Engine close to capturing the same highs that defined the Napishtim era. Monstrum Nox may not live up to its narrative potential, but Ys IX's gameplay only leaves one thing to be desired: more.",2021-04-13T00:00:00.000Z,True,d79986f917c24134b226738c2d7a6369
6126c98cd6eccf0bc8950583,CFG Games,Maximillian Ringgenberg,90.0,"While the majority of the formula isn't shaken up, the city of Balduq and its citizens have many sides to it. With an interesting story and a well laid out large city to explore Ys IX Monstrum Nox is another great adventure.",2021-04-12T00:00:00.000Z,False,d79986f917c24134b226738c2d7a6369
60734e0fcfbed43e46466b45,Easy Allies,Daniel Bloodworth,75.0,"Ys IX: Monstrum Nox is a lighthearted RPG that's fun to explore thanks to platforming-based level design, streamlined systems, and quick combat. It's also a great point for newcomers to jump in.",2021-04-11T00:00:00.000Z,True,d79986f917c24134b226738c2d7a6369
60739fe8cfbed43e46466b67,Checkpoint Gaming,Pedro Cooray,80.0,"Ys IX: Monstrum Nox is not as polished or as fulfilling as Ys VIII, but second best is nothing to scoff at. This is a fantastic RPG, and an excellent entry in this long running, underappreciated series.",2021-04-02T00:00:00.000Z,False,d79986f917c24134b226738c2d7a6369
60565d7dcfbed43e46464ba2,BaziCenter,Mohammad Zamani,80.0,"A more serious and engaging story combined with the always entertaining gameplay we see in Ys series, made Ys IX: Monstrum Nox one of the best games in the series and one of the best JRPGs of the year.",2021-03-20T00:00:00.000Z,True,d79986f917c24134b226738c2d7a6369
6058689acfbed43e46464cb0,Enternity.gr,Christos Chatzisavvas,80.0,"Ys fans have another quality release in their hands, action / adventure RPG fans a title that deserves their attention and Nihon Falcom another notable chapter in the popular series.",2021-03-18T00:00:00.000Z,False,d79986f917c24134b226738c2d7a6369
